feat_real_0,feat_real_1,feat_real_2,feat_real_3,feat_real_4,feat_real_5,feat_imag_0,feat_imag_1,feat_imag_2,feat_imag_3,feat_imag_4,feat_imag_5
0.0320405794710939,0.015728385312166498,-0.012709210259365699,0.0045740378150694004,0.098294061567216803,0.0223607248748336,0.0090844108675611004,0.025066810238848401,-0.020572154899490502,-0.0067742665177761997,0.0051513604650172996,0.0552869328704148
0.025020543860439601,-0.050424151732897597,-0.038761208106052998,-0.0202617643848991,0.070124131823499497,-0.0091602264145358991,0.049254309315130397,0.097228036831094294,0.0047356400693515004,-0.0056625670468270998,0.0067845738374245996,-0.068805389976982795
0.0604601513944312,-0.085673106125552206,0.048740717294032197,0.0063236475007200001,0.069896421433441602,0.019822843154668299,-0.0212349701498529,0.045550334753326198,0.027238277790242599,-0.0103567580120918,-0.0038782140711361001,0.01161612926645
0.1220980668509571,0.26403287347229099,-0.0130039333905991,0.013113484195094499,0.060733960341586603,-0.031639277824464698,-0.28546941499529138,0.29359272218579402,0.0012650865794798999,0.0010225766310895999,-0.0013783150266021,0.011924056959753401
0.072264999176194597,0.0051273879311824,-0.0049036331595442998,-0.0036654245676539998,0.051896478215162301,-0.045202496441999897,-0.055933396162760801,-0.022955409797856999,0.0043907090309407001,0.0012593715765769,0.0024316867011483002,0.0097334490086220995
0.0236888943612595,0.02236800278553,-0.0071396192447685004,-0.011118550646031599,0.1579839078702063,-0.048782239635125901,0.030362321066822299,0.1640400896156757,0.0042798024720118004,-0.034053425680954597,-0.0096825961660062,-0.037703665743939199
0.034653747670431702,-0.0106886343885858,-0.0039269639948196003,0.0042714699599574,0.14606017579451649,-0.13370709410754,0.037173227005732001,0.051249313672122002,0.0137817894617869,-0.0144182768914317,0.0052631643167867,-0.0066206510251045998
-0.023876408492873698,-0.1246232843948767,-0.0046958421543949001,0.0105297984920207,0.086302102832971905,-0.089925324150244096,-0.061608706932344201,-0.057730060980202398,-0.0020549321674896001,0.0049825273914487003,-0.0029826582241268,-0.0050340449247874997
0.054155371742948398,0.033563459290422898,0.013633074188811401,-0.0061895315933261997,0.10312244033244269,0.0024311365876309998,-0.0211333218521822,-0.033430160522215299,-0.019455555273716799,0.004076283152226,-0.0041316894292271998,0.0553206193071515
0.086565277416868702,0.0030447061586218,0.0078070841732786004,-0.011984376330591399,0.070290385234250005,0.0001335149384551,0.068874962230608294,0.19397604741124069,-0.011892355472137701,-0.0089591742724650005,0.00057614530406690004,-0.10536957278189581
-0.019105805890722902,-0.1188146221295292,-0.0070491772722691996,0.0014477333789230001,0.1227848389161094,-0.047291316140066403,0.1083730419478012,0.010758205275327601,-0.0039146864938020996,-0.0029397352110409002,-0.0054538382766327002,-0.054643901843573997
0.055703564977117002,-0.10556923006643459,-0.0064291328518975002,0.013637434625731699,0.033932073685182203,-0.0080410414564128004,0.094248004616236503,0.033752418152285302,0.021438058463752602,-0.0138944724207394,0.0020366026584970002,-0.1011479497264955
-0.018783573619326699,0.0076541967739537,0.38211739226491492,0.3606939561237984,0.031245115786567201,-0.075776368743142405,0.019092183232384399,-0.024829065024836301,-0.017139682164231999,-0.049981111306396701,0.0019641301407977,-0.12744092653759609
0.0135945216715526,-0.064810480544157806,0.28007225383919621,-0.080925551262107903,0.046671837237441199,0.074068678123523204,0.033795027631501197,-0.0045122204486,0.017620687623425502,-0.20570142828109381,0.0062749872838630998,-0.024413837330063401
-0.0088740386977935008,0.0040920569146348004,0.1334575098780037,-0.098476585386354107,0.1799619133118105,-0.05403488357037,-0.0036818366765789001,-0.011916937833969099,0.0098202227906944006,-0.32609208640046078,0.0101065947896161,-0.2016223096180868
0.024584429257580299,0.020315435807366802,0.15600876396336669,0.058577121869675799,0.35219099029955481,-0.055746146825966798,-0.018935869243446399,0.0102520809183785,0.00025858423262600002,-0.0011625705555745999,0.0023956230727371001,0.20871964641345381
-0.0095839180004120995,-0.0216437754378987,0.2125163646376014,-0.023930065802963502,0.1092729774490644,-0.34596937008734152,0.034738503687627501,-0.0130308657624888,0.0021196346425483999,0.23928691983703659,-0.0041639214341635004,0.1237515773942432
-0.010351130748799,0.022293991083427899,0.46987055949425049,0.18708731750321411,0.043366406785258202,-0.0092616604196419997,0.021158511716074899,-0.0074499348850970001,-0.013042674151540701,-0.1065505108717705,-0.0010407387829003999,-0.047794686917313998
-0.0048392606326263998,-0.0061052826332425002,0.31327642574254838,0.22553405581044869,0.011380663470259801,-0.0129547151899191,0.0013251385827450001,-0.0015165880255476,-0.00043173656687149999,-0.45806405467011702,-5.8781433619268793e-05,0.021044324643947399
-0.016272696167957099,-0.016691806263868798,0.66552267068575954,-0.75062001583718674,0.13667787313635441,-0.081658730657490394,0.041454862058076698,-0.051865118644830802,-0.015400893414055599,-0.2138416981832664,0.0029178706940298001,0.077683148033019803
-0.0069518449952476,0.018832342586971001,0.53634057725946838,0.24404409514742159,0.093019120672148903,-0.063378565960035799,0.0036526377159123002,0.0072345469057705997,-0.018780094582205999,-0.50497545142770095,0.0001280685202473,-0.0100554559958879
0.0029137938987593001,0.024485385461927599,0.69708830518543508,0.34730144050489642,0.075936679246449701,-0.0085751262986261002,0.0046390877277962001,-0.0052756454413898004,-0.027616855722375801,-0.0545620738021938,-0.0014164601414542999,0.081566772665840601
0.0046429567764731004,-0.0039072279551934999,1.2949309155440849,-0.139863116842326,0.1872085976778774,-0.073388384815896393,-0.0036159267010195998,-0.0031498468377537002,0.0786849275717936,-0.93433915605089624,0.012758120380086399,0.11550073557842901
0.0059781001793959999,-0.0127750997124251,0.70273911977739967,-0.15491533112409661,0.15421464593698769,0.041379638513787197,-0.0053713069700672003,-0.0093143487090386994,0.00015509734146840001,-0.2582800234708566,-0.0019666656728563,0.058845354801657902
-0.0003446525927565,0.011561478373364799,0.99557421519684519,-0.25663656922332512,0.0503495091306694,0.046473629688491301,0.0023803384366873999,-0.018114202314641399,-0.0098830590419042002,-0.99219745609345578,-0.0022018290407162001,0.062677389097070393
