x,y,z
1.2192,1.2192,0.3480816
5.486400000000001,6.7056,0.3480816
3.657600000000001,2.4384,0.3480816
1.2192,2.4384,0.3480816
0.0,2.4384,0.3480816
4.2672,5.486400000000001,0.3480816
4.2672,4.2672,0.3480816
7.315200000000001,6.7056,0.3480816
7.9248,4.2672,0.3480816
3.048,6.7056,0.3480816
0.0,0.0,0.3480816
4.2672,4.8768,0.3480816
4.2672,6.7056,0.3480816
3.657600000000001,0.0,0.3480816
7.9248,6.096,0.3480816
-0.6096,3.6576,0.3480816
0.6096,2.4384,0.3480816
1.2192,4.8768,0.3480816
3.048,6.096,0.3480816
4.8768,6.096,0.3480816
1.2192,3.048,0.3480816
0.0,6.096,0.3480816
3.048,3.048,0.3480816
0.0,1.8288,0.3480816
7.9248,5.486400000000001,0.3480816
1.8288,6.7056,0.3480816
8.5344,6.096,0.3480816
0.0,4.2672,0.3480816
3.657600000000001,0.6096,0.3480816
4.8768,5.486400000000001,0.3480816
0.6096,0.0,0.3480816
2.4384,3.048,0.3480816
1.2192,6.096,0.3480816
1.8288,3.048,0.3480816
4.2672,0.6096,0.3480816
1.8288,0.0,0.3480816
3.657600000000001,6.7056,0.3480816
4.2672,3.048,0.3480816
4.2672,2.4384,0.3480816
-0.6096,4.8768,0.3480816
4.8768,3.6576,0.3480816
6.096,5.486400000000001,0.3480816
7.315200000000001,5.486400000000001,0.3480816
3.048,4.2672,0.3480816
4.8768,4.2672,0.3480816
8.5344,6.7056,0.3480816
6.096,6.7056,0.3480816
0.6096,0.6096,0.3480816
0.6096,3.048,0.3480816
4.8768,4.8768,0.3480816
0.0,5.486400000000001,0.3480816
3.657600000000001,1.8288,0.3480816
6.7056,5.486400000000001,0.3480816
0.6096,6.096,0.3480816
3.048,0.6096,0.3480816
3.048,0.0,0.3480816
4.8768,6.7056,0.3480816
2.4384,6.7056,0.3480816
0.6096,3.6576,0.3480816
3.657600000000001,4.8768,0.3480816
0.6096,6.7056,0.3480816
2.4384,5.486400000000001,0.3480816
3.657600000000001,3.6576,0.3480816
1.8288,0.6096,0.3480816
4.2672,6.096,0.3480816
7.315200000000001,4.2672,0.3480816
6.096,4.2672,0.3480816
3.657600000000001,6.096,0.3480816
0.0,4.8768,0.3480816
1.2192,0.6096,0.3480816
4.2672,1.2192,0.3480816
-0.6096,4.2672,0.3480816
0.6096,5.486400000000001,0.3480816
1.2192,1.8288,0.3480816
2.4384,0.6096,0.3480816
6.096,6.096,0.3480816
0.0,3.6576,0.3480816
2.4384,1.8288,0.3480816
3.657600000000001,4.2672,0.3480816
4.2672,3.6576,0.3480816
0.0,6.7056,0.3480816
1.8288,1.8288,0.3480816
0.0,0.6096,0.3480816
1.2192,4.2672,0.3480816
7.315200000000001,4.8768,0.3480816
1.2192,0.0,0.3480816
6.096,4.8768,0.3480816
6.7056,6.7056,0.3480816
6.280000619133564,5.343596274210188,0.3480816
1.105689444013356,0.4209119651118546,0.3480816
4.459387877211156,5.579456590986509,0.3480816
3.5494187032859643,0.0542987883325536,0.3480816
7.482401387686456,6.477194666599059,0.3480816
7.6698390450772385,5.879636761807677,0.3480816
3.1706561695079447,0.7728949059211022,0.3480816
2.976796089753009,4.179922782099484,0.3480816
3.162005378893465,0.4941133104446054,0.3480816
5.9126117263665785,5.570337665247101,0.3480816
0.392635783516797,2.190982084078662,0.3480816
4.285540183092218,4.38178448754869,0.3480816
5.524569299577973,4.454360528602924,0.3480816
1.7249479372500818,5.463011870722958,0.3480816
4.315298736676514,2.5689639761114336,0.3480816
4.76257234880092,3.543200242436146,0.3480816
0.6771823354707234,1.4922590163843856,0.3480816
4.092703917230367,5.593554460642289,0.3480816
3.4742900987139,1.887928452179604,0.3480816
0.9629872843613844,3.4616838745913183,0.3480816
0.0560209875661657,4.535286436621827,0.3480816
0.4094687372138102,2.969369954316368,0.3480816
1.2047469682959528,3.4991250175296864,0.3480816
7.045766311828476,5.007784271761736,0.3480816
1.3975848660729984,2.909205291602046,0.3480816
7.088218487127947,5.666620314811636,0.3480816
1.7655151821661472,5.685262016187132,0.3480816
3.123191963819473,3.8504656533333192,0.3480816
4.284745919480612,3.57590431673649,0.3480816
3.889059297494928,0.4603316710586381,0.3480816
0.8584140532665734,4.826229979489119,0.3480816
