feat_real_0,feat_real_1,feat_real_2,feat_real_3,feat_real_4,feat_real_5,feat_imag_0,feat_imag_1,feat_imag_2,feat_imag_3,feat_imag_4,feat_imag_5
0.0235307099495074,0.0069569009908750003,-0.0153614267270207,0.0049354178826222003,0.097259295736355,0.023060310209239699,-0.0014765894165313001,0.029352413002197701,-0.015606055469737401,-0.0064398351266476998,0.0043530759578659,0.056369327946719401
0.032044123740410803,-0.0505437906774052,-0.039076861094230503,-0.0220283792645855,0.068445634798806804,-0.0161143054608722,0.048060571534605898,0.082789234323222896,0.0089237108790853996,-0.0073587958179061001,-0.0021338580765707998,-0.070182282472341997
0.026130295284377499,-0.059134595703561603,0.034626679699734701,0.0065379363283477,0.0730423387169227,0.019857002030249499,-0.074179935233863695,0.013637681830716,0.027645165506811099,-0.011081292184236501,-0.0038614542881925998,0.011757115777151401
0.13262620537142711,0.24136990256603399,-0.0166198176342378,0.0106495783757977,0.061390471667021801,-0.031813007117660198,-0.27425476700840917,0.29534785241222811,-0.0024801153163718,-0.0014914095420896,-0.00011506087977510001,0.010706657083972899
0.069149123091924197,0.0059912128229147,-0.0042364499695051001,-0.0072337757179425002,0.049475539838642099,-0.042059964176329998,-0.053788488728133403,-0.0234585463226436,0.0046310665915292003,0.0015759215597454001,-0.0019836662259302999,0.011806258000546599
0.021463242068212599,0.010521823784944999,-0.0063561182108971999,-0.0162698793974148,0.15612317954009919,-0.043749008109819597,0.037409634599885902,0.1570366568077057,0.0038180974369303,-0.032412038113241302,-0.0073561812018626003,-0.046684911199946902
0.048122125046121199,-0.0063908798339639998,-0.0010360703412323001,0.0025328848340192001,0.15228549620231341,-0.13420244485918509,0.051283679903964402,0.0512127844016372,0.0110774582602581,-0.010267346440394599,-0.0038838027142352998,-0.0065174415523512001
-0.026411176642782402,-0.1201305566213025,-0.0034911863437450002,0.0096577054194927001,0.088512828684551195,-0.092132190742399797,-0.052282398367231503,-0.058413033610523399,-0.0030465905597720998,0.0058971964998231,-0.0056575452185735004,-0.00964128965753
0.041767558098929999,0.028990350902740599,0.0156061002542069,-0.0105210819082312,0.1029865770898086,0.0020757220098527001,-0.0324054960032268,-0.020087770260521099,-0.0200605921042941,0.0065499791478841997,0.0056390545337380998,0.0555890648878027
0.1136692109448859,-0.063867577459629704,0.0095885022830022992,-0.0111707710813346,0.071425451465604001,0.0081134373492615999,0.042442643589597401,0.20632238573452999,-0.0142246946724933,-0.0058610984900725003,0.0020530748955521001,-0.1025231617782673
-0.0370666490778516,-0.094671354478844297,-0.0049472487629879996,0.0013052150125017999,0.11868490135958459,-0.053337362109962497,0.1057109853719639,-0.0050115265184125001,-0.0053064139319452001,-0.0021133107987046998,0.00033619975230029999,-0.049688522647242897
0.0886725623522122,-0.13728337576594341,-0.0053521003249761001,0.011436402954144999,0.034125365030659598,-0.011241863387909201,0.092473182832215603,-0.0408564682407518,0.0246138354208933,-0.014946691057921201,-0.00054436510273220002,-0.1026421757126551
-0.020746370713615798,0.0084212609732711007,0.35359376427588851,0.35735465213303858,0.030254337022691501,-0.069656055581914997,0.014237962874802799,-0.0229929052064827,-0.0144558262800872,-0.038892535923651397,-0.00048627522351080003,-0.1360783436899507
0.0273883593699186,-0.055523315545178101,0.28118964794092438,-0.073148901323574406,0.047431419967414602,0.070265759893764795,0.042691955103168699,-0.0046473772918794003,0.0077629235887185996,-0.1903006749184995,-0.00095295616329720001,-0.016888197961515299
-0.0064509043997284998,0.0030499465337797999,0.13680207683972739,-0.10450729655600741,0.18681250121739021,-0.041923536146593103,-0.0053674720108361999,-0.0124485990181565,0.0042983528007596002,-0.32598549771222418,-0.001015151288496,-0.20313228131189229
0.023737871023741398,0.022581161384787499,0.161812093872581,0.058016401591373001,0.32948647045785751,-0.068171392159930802,-0.0123397659554303,0.0114935281179071,0.0045448588432471003,-0.0046981937181919996,0.00074302178765170001,0.2145214632039302
