feat_real_0,feat_real_1,feat_real_2,feat_real_3,feat_real_4,feat_real_5,feat_imag_0,feat_imag_1,feat_imag_2,feat_imag_3,feat_imag_4,feat_imag_5
0.9827036261558532,0.9824055433273315,0.9823253750801086,0.9820175170898435,0.9817980527877808,0.9814822673797609,0.9956558346748352,0.9953027963638305,0.9965420365333555,0.9961907267570496,0.9955887794494629,0.9952362775802611
1.0102620124816895,1.0084474086761475,1.0113604068756104,1.0107327699661255,1.010496973991394,1.0095655918121336,1.000871181488037,1.0052040815353391,1.000664472579956,1.004197597503662,1.0001412630081177,1.0040795803070068
0.987065315246582,0.9886451363563536,0.9865905046463012,0.9883721470832824,0.9860063791275024,0.9877991080284119,0.99472439289093,0.9923816919326782,0.9957771301269532,0.9932679533958435,0.9946296215057373,0.9923593997955321
0.995033860206604,0.9948524236679075,0.9952648282051086,0.9951213002204896,0.9947050809860227,0.9945452213287352,0.9923455715179443,0.994728147983551,0.9928429722785949,0.9952728748321533,0.9922282695770264,0.9946008324623109
1.0172533988952637,1.0178356170654297,1.01703143119812,1.0176808834075928,1.0164676904678345,1.0170665979385376,0.9995512962341309,1.0001676082611084,1.0001388788223267,1.0008007287979124,0.9992747902870177,0.999821364879608
1.0075024366378784,1.0065119266510008,1.0071454048156738,1.0065786838531494,1.0064826011657715,1.0058780908584595,0.9994622468948364,1.0004761219024658,1.000197410583496,1.0009464025497437,0.9990726113319397,0.9999549388885498
1.007535696029663,1.008739709854126,1.008538007736206,1.0094904899597168,1.0077769756317139,1.0087866783142088,0.9953432083129882,0.9948366284370422,0.9952288269996643,0.9948959350585936,0.9948843717575072,0.9945552945137026
1.0084741115570068,1.0098190307617188,1.0079195499420166,1.0094470977783203,1.0073455572128296,1.008891463279724,1.000883102416992,0.9983234405517578,1.0019736289978027,0.9992873072624207,1.0008038282394407,0.998286724090576
0.9852168560028077,0.986401319503784,0.985878586769104,0.9869553446769713,0.9852096438407898,0.9862968921661378,0.9903250336647031,0.9904192686080932,0.9906349182128905,0.9907705187797545,0.9899672269821168,0.9901152849197389
0.9892971515655516,0.9894853234291076,0.9887511134147645,0.9890171289443968,0.988259494304657,0.9884988665580748,0.9952571988105774,0.9947965145111086,0.9963513016700744,0.995847761631012,0.9952719211578368,0.9948006272315981
