0,1,2,3,4,5,6,7,8,9,10,11
-0.05903645271984685,0.006819457257797218,-0.019835268088337084,0.021310299434292513,-0.0288156559626423,-0.012920635457748025,-2.531035820233776e-05,0.009002788207512337,0.02326072242680078,0.02600074311548311,-0.017527971536515075,-0.011294482497112263
-0.010976947928321412,0.0005133773245081978,-0.02571396977544356,-0.013835092405407737,0.00782645567107974,0.024368420390407024,-0.017932900251869735,-0.0023200612477976487,-0.015019661782354348,-0.011382569366578651,-0.008225192913759788,0.017108382584734863
-0.18273351657734122,-0.21458191949568264,-0.001876887522262824,0.049071706398256115,-0.012467665209934573,-0.02667604163154949,-0.0071967677118040495,0.005007287241047726,-0.004518372356322187,-0.000800922936857163,0.00481837441464205,-0.0017229835450949496
0.04057867152503643,-0.0650628456266644,-0.20220390117216588,0.2168802629936775,0.004586010017637224,-0.0037266869517472495,-0.002028079703384449,-0.0030594870721167627,-0.03023715014126027,-0.01652688702178426,-0.0069886176308168,-0.00390939937758665
0.032699787895246295,-0.0036610313133573513,-0.0011632619395233372,-0.0028936304523996606,-0.013396662458678711,-0.0031767982781030373,0.005143716626310324,-0.004235328294533226,-0.011867150986573264,-0.019375343959125255,-0.011414506562828951,-0.017838155440658886
0.005259916967633799,-0.0208553292401817,-0.025623935502618798,-0.14743402555522162,0.009183903777329874,0.002134878609146962,0.019177545161755072,0.015225935479448165,-0.012140400696689313,-0.016112405072722887,-0.006686578541264011,0.0008831324484744868
0.005141914741739272,0.008336307581856377,-0.058958398962346774,-0.007395594827810461,-0.009691599705074475,-0.008860322011699612,-0.014635027583635048,-0.005017053775278713,0.01926366226889619,-0.015377545679298926,0.029996092884506678,-0.02081635759594885
-0.013377538171801411,-0.004346522956000312,-0.0675583478318769,-0.02860967454560209,0.0017402402550345997,0.0048802446156765876,0.003361546626664825,-0.0068611998869638376,0.029649202594020863,-0.015551162909811263,0.0037173940618184754,0.009501004864081574
0.00577845768396203,-0.09368906770431838,0.0839076381323691,-0.015499977777581626,0.010848709956602323,0.010817727523254064,0.0003202161739368128,-0.002898192083723999,0.005181262535012366,-0.01641657714415304,0.005715156521383825,0.007481234554309026
-0.09288060884839966,0.06506954279840267,0.05444620843057109,0.3196537946569695,0.0372299799079399,-0.005880007369214287,0.009900642626664138,0.017984389331227264,0.01072155641888199,-0.018756513078830375,-0.017965145288591902,-0.010488778109782427
-0.0761644932242008,-0.03920627448565721,0.02656805640787664,-0.12175660555064777,-0.0057687150043641625,-0.010875783495173312,-0.00030808023294196294,0.0047893882664995875,0.03585901058574038,-0.032404725914399087,0.0017766100544966716,0.0015829197081418875
-0.09981165975189718,-0.000726570333866125,-0.005246360762921851,-0.050027280115789705,-0.0172898197406589,0.0104213589453045,0.007795215381255612,-0.006166868098987861,-0.001057161882965537,0.005891029090250638,0.016882583835354948,-0.01802746630864425
-0.018740779133659426,-0.0013957694874049134,-0.006879885059510466,-0.04466705053017392,-0.013601128205496901,0.04189016747743603,0.1600793323889033,0.1128113624829326,0.00673241761134895,-0.003197883200989875,0.01981104165800123,-0.018937138543169297
0.01575007867271519,0.0061937399081954374,0.004589923326786911,0.05261226977049712,-0.07975100458525633,0.04908331253400333,0.032989429374120714,-0.02473121619381477,0.0066310281006815,0.013067877490330873,-0.011293090312058248,0.0206215742770202
-0.012831185118598425,0.01565731543701846,-0.008105485983442988,0.004220666783431139,-0.028076917671634456,-0.03802042663725198,-0.09459296788207128,0.10233439008653272,-0.0101106447275956,-0.018371425312643314,-0.00660444910203678,-0.0308328831109599
-0.0034577205938950747,0.008266947207276549,0.0008688185466513877,0.005082395051403212,-0.02066718133855063,-0.043124626138834124,0.01670228798264401,-0.021697692345359287,0.050399856128049814,-0.001537087332472098,0.025823282717084187,-0.08662049993172642
0.0270644978163646,0.00455075060430391,-0.016196519761903484,0.009183245124401428,-0.04397683166351942,-0.020635569432519537,-0.008464753234421283,0.07560387812779243,-6.51943004502005e-05,-0.02408390780128205,0.14532406900452782,-0.05236618997671374
0.012721375756136312,0.003435362244051399,0.007659870980868287,0.004412282159793263,-0.09499933497481823,-0.06928732365812948,-0.05883778205945449,-0.006595177360225531,-0.0003688600051166254,0.006064841757375062,-0.005194889936783363,0.007215903005104751
-0.003940948237046988,-0.0028851918530370625,0.0004758307631237875,-0.004263011019157975,0.15920122165189693,-0.05524332997957322,0.071255587240364,-0.111680687633437,0.004828778232508788,-0.005140695516923538,-0.006961905733706189,-0.0018630322266807737
-0.03614918980989627,-0.04802820269950498,-0.05835931498393633,-0.06848093066144569,-0.006315991821792662,-0.31864820049767845,-0.24326828711030216,-0.37285280877479715,-0.03163477881255111,0.08565612792962715,0.026889214150780737,-0.0056814690104889515
0.009500038463415374,-0.0021092935207510247,0.003664337339117285,0.005041390091441087,-0.023039980765723354,-0.1027207444329986,-0.09027273993988506,-0.01689596356817827,-0.01129787161201756,-0.04057591997450384,0.007739230794466063,0.005783415965372586
-0.006322775132962588,0.0004833387490492376,0.01619499615142536,0.00013713289800767504,0.4035865455830845,0.11001529857048314,-0.03524471054183244,-0.1911588496953821,0.024593622971058524,0.0012313416324412864,0.014848469291248834,-0.010239103838825848
-0.0050107117799235,-0.006429475773890825,-0.005203237005570212,-0.004388899921272013,0.18037942457418427,0.10909779374130343,-0.17642524265977,-0.3532063248857603,0.06196425445688583,0.001608887062660408,0.02882762671361495,-0.006037802196299655
0.0057766602776738,-0.000398857018934975,0.015051474846147349,-0.0025804857605813006,-0.14869577525797262,0.14623572391942813,-0.11966669171595115,-0.005735840619604784,-0.03182142197089384,0.025880040615212232,-0.02538178867382824,-0.03526406886406775
-0.0005675690089742874,0.0018145272690751626,0.008063555126012062,-0.011186119197377963,-0.02465589470935052,0.00513257317402907,0.2351206466446567,0.17275733264134763,-0.016151925920634722,-0.007372616659102863,0.006904123831442588,0.006896729144197502
0.003196876831613262,-0.003788815947865112,-0.00753880323594245,-0.003645930041384202,-0.017647815665837382,0.007078471306026967,0.016299294002353477,-0.05311718691515569,-0.024473922563529364,-0.010844927452485161,0.004301189982392338,-0.010713247099410614
-0.0035951431356103874,-0.037101177110145656,-0.0068012885004184375,0.001677707766029075,0.047330240533983145,-0.05733932566978457,-0.02272094943666152,-0.08779588914913196,0.011740819127396149,0.0005610734431480162,-0.028200928108645974,-0.02371521469482835
0.0068338467250351476,-0.001260465460759262,0.011456972260102737,-0.005318824148541162,0.013312334731996361,0.003548402657143273,0.2334093024618969,0.40954211322278095,0.0370139479562155,0.0015542641365877113,-0.07039862131560289,0.02255427219883396
-0.00264375154193175,0.004343931323443063,-0.008379270224425162,0.01253165508454935,-0.025386226152731624,-0.11498632830651632,0.10894062377374378,-0.04761672499641367,0.013929529103175861,0.0001202447595466255,0.0054143715672062475,0.014663128835929972
-0.0032879013239168,-0.0022606500156117995,0.007702530594528475,0.012787482337072864,-0.109210636565997,0.0023947230820132587,0.15984887565216507,-0.05220028589819201,0.025128526215928697,0.03808422466297645,-0.007840263927757024,0.013447589337142515
8.817941590894972e-05,-0.00035059615264045,0.0058333089620836625,0.006324104632687212,0.10504777971221803,-0.12172084079473422,-0.08352031226340924,-0.0038783845721188266,0.004298673537393815,0.006729866322246016,-0.006601293530402787,-0.026514251902241492
0.0010767979319781275,-0.024877832815281137,-0.04031971881824895,-0.06867735986540821,-0.008222683314610936,-0.0013826025248935,-0.0013755191672440627,-0.005270238005581037,-0.021216172366942114,-0.01944899083691678,-0.016838943237563127,-0.0085890082779477
-0.14390594453548172,0.10407258277863762,0.21157635479730227,-0.09418734284296247,0.004866056890828474,0.05092152147679093,0.006942203915102313,-0.005473266514998537,-0.042837645095121585,0.033890556862520904,0.02034691625044356,0.004815839617864
-0.0622993424917961,-0.10161311835594271,-0.06795061395582824,0.2515465866440983,0.0005590628916728999,0.003707163883364337,-0.014289769432638374,0.0002427915340212374,-0.0107523904138919,0.01584839394664097,0.031767322272202636,-0.037018579693694695
-0.1421073722599661,-0.06355493763187335,-0.03181475845000925,-0.14555082362709526,0.011035177725272752,-0.03124299931997465,-0.0072263722958657,0.010067945762106052,-7.796716979506296e-05,-0.008988220517309213,0.015842180056054464,0.03207826155927623
