x,y,z
1.3620037257898128,3.2320006191335637,0.3480816
4.380710555986644,5.675088034888145,0.3480816
6.606468713775355,6.420355531802335,0.3480816
-0.10818129671403619,3.7118987883325536,0.3480816
3.4130047482301547,3.0173980271427574,0.3480816
3.99294018671202,2.8123379034424576,0.3480816
0.0816474529605511,1.665135113944662,0.3480816
4.9480039102469915,5.502473307653525,0.3480816
1.3332053788934646,0.4941133104446054,0.3480816
6.012062334752899,6.69784352843039,0.3480816
-0.24741791592133838,5.108991066202271,0.3480816
4.76221551245131,4.798895878635745,0.3480816
3.55904517839191,0.2857153502110139,0.3480816
8.091468951048958,6.45272603137496,0.3480816
1.1367347605650804,4.315298736676514,0.3480816
0.6094278936352252,4.990855544834305,0.3480816
3.1135321513509764,5.488450184119747,0.3480816
0.4014331061666954,5.62722527170596,0.3480816
6.1551284521796035,5.027583402822653,0.3480816
5.133012715638617,4.798064420523649,0.3480816
1.5887240571612566,0.0280104937830828,0.3480816
4.2064493914487215,2.8478687372138105,0.3480816
3.4392640070871807,6.081546968295953,0.3480816
6.165224708204895,6.574615728238265,0.3480816
5.015594708397955,5.803579574470953,0.3480816
3.7477101574058174,2.145891670277871,0.3480816
1.213694621468955,5.555190196364898,0.3480816
0.7803711914236044,3.732791963819473,0.3480816
-0.01754591948061139,3.7392956832635114,0.3480816
0.23145929749492788,1.2988040446223488,0.3480816
1.2697700205108815,0.479777047144168,0.3480816
4.86793357180886,4.350332051517695,0.3480816
0.0362680022449142,3.2979861780934154,0.3480816
3.896711969892797,5.753084712465665,0.3480816
4.818375140163389,5.640271672860793,0.3480816
3.970927992591821,1.6969148765670008,0.3480816
2.8289805850208696,5.854267519896955,0.3480816
3.710730855329684,6.210675310966286,0.3480816
3.7025038102727885,1.1295440060256583,0.3480816
5.9385742208929555,5.943819871368333,0.3480816
2.7061170148968716,6.413538700891183,0.3480816
3.766493028270682,0.409193018368735,0.3480816
4.653321160791476,4.190113929998663,0.3480816
4.923046284815042,6.220811363291774,0.3480816
5.6570566253937535,4.798743256571342,0.3480816
0.6942290444470804,3.30438353331116,0.3480816
3.1252883487218273,5.597274099449719,0.3480816
-0.0946637535128012,5.549317785321295,0.3480816
0.3018970039179046,5.388789390886933,0.3480816
0.5846864915239545,4.994019385865766,0.3480816
4.603988514877327,4.80995414377491,0.3480816
0.7715786557934059,6.150073064578302,0.3480816
3.98630926300725,5.840830364015678,0.3480816
2.922218965259829,0.3875410927050932,0.3480816
-0.18873531246753888,3.96031683168688,0.3480816
4.291164680447135,6.607285259622087,0.3480816
3.990527771557625,6.52860838330969,0.3480816
1.190369713891298,5.970697344619685,0.3480816
0.1687846143105354,1.585549137034415,0.3480816
6.8901385146776075,4.99493969983815,0.3480816
0.4819806524939414,5.726503360905706,0.3480816
5.27942978259348,4.493039793861627,0.3480816
3.2807118912751316,0.3847102453182667,0.3480816
6.9875611629547665,6.551658283886339,0.3480816
5.765866796973661,4.289562080482108,0.3480816
0.1108601806988935,5.11542400419066,0.3480816
4.2405050506685535,2.723623619382264,0.3480816
3.930342578815578,1.4907253630716946,0.3480816
-0.3246834856309821,3.509789980984269,0.3480816
4.103069326413258,4.862284474756101,0.3480816
0.8059394593395055,6.693364597834698,0.3480816
1.2899436808225633,5.76745890904725,0.3480816
1.139920578546929,0.6763345696609601,0.3480816
4.019453959686549,1.633180773750481,0.3480816
5.920670848477814,6.577078787055034,0.3480816
6.378179852107414,5.919793363128773,0.3480816
0.7647800965372324,6.453738345545529,0.3480816
-0.2631396593816125,3.5798270474158245,0.3480816
6.268989792174903,6.490324760059512,0.3480816
2.915902395158088,6.489751150315744,0.3480816
5.6700671761211465,5.4946203043358,0.3480816
0.3692803298799584,4.7810937821222215,0.3480816
7.066787542197065,4.938846595309398,0.3480816
0.3617128036377787,3.559648634860975,0.3480816
3.196280712466786,5.600131257861676,0.3480816
6.685424949396221,5.380711456308317,0.3480816
6.385857856917974,5.903963125792702,0.3480816
7.554635910600385,6.694858004867487,0.3480816
2.7371683120600716,0.0682989147616447,0.3480816
4.166602320069636,5.4044131439449705,0.3480816
2.4841046978172763,5.755130428915916,0.3480816
5.584222019861084,6.2001730732729845,0.3480816
0.043052397027823805,6.366197340418708,0.3480816
-0.09046964900383979,4.528344904499149,0.3480816
0.7236218691206663,6.236517107926195,0.3480816
3.8105390845074054,0.3502539470194323,0.3480816
0.004614767393490399,5.795839286846044,0.3480816
6.2633614937665625,5.114166022127581,0.3480816
4.187872005034484,4.091250814744741,0.3480816
0.9258969939093034,3.435402517321851,0.3480816
4.013858146130399,3.942533481916554,0.3480816
7.637666844950988,6.6236608129380015,0.3480816
