feat_real_0,feat_real_1,feat_real_2,feat_real_3,feat_real_4,feat_real_5,feat_imag_0,feat_imag_1,feat_imag_2,feat_imag_3,feat_imag_4,feat_imag_5
1.0196181535720823,1.015570044517517,1.0195204019546509,1.0149283409118652,1.019417405128479,1.0147879123687744,0.9977529048919677,1.00138258934021,0.999707281589508,1.0029139518737793,0.9985726475715635,1.0023057460784912
1.0051531791687012,0.9980496764183043,1.005499482154846,0.9978204965591431,1.0042604207992551,0.996353566646576,0.996284008026123,1.0049244165420532,0.9963063001632689,1.0043407678604124,0.9953600168228147,1.0029709339141843
1.01391863822937,1.0192772150039673,1.0124127864837646,1.0186821222305296,1.0116254091262815,1.017918586730957,0.984671115875244,0.9719710350036621,0.9838317632675171,0.9722462892532349,0.9827169179916381,0.9714949131011962
0.9420323967933655,0.9482047557830809,0.9426744580268861,0.9488904476165773,0.9427481293678285,0.9481558799743651,1.0330387353897095,1.031688928604126,1.0349702835083008,1.0335099697113037,1.0349090099334717,1.0339843034744263
0.9508960843086242,0.9555222988128662,0.9515380859375,0.955717921257019,0.9512444138526915,0.9549116492271424,1.0163688659667969,1.0122343301773071,1.0173326730728147,1.0125603675842283,1.01716947555542,1.01209819316864
0.9525918960571288,0.9539706110954285,0.9523587226867677,0.9536460041999818,0.9522503018379213,0.9532822370529175,1.0215270519256592,1.0241682529449463,1.022316575050354,1.023826003074646,1.022378921508789,1.0228447914123535
1.018552541732788,1.0239070653915403,1.0194028615951538,1.0243189334869385,1.0195647478103635,1.0238741636276243,0.9861682653427123,0.9792993068695068,0.9895195960998536,0.9810556173324586,0.989959180355072,0.9810150861740112
1.0316954851150513,1.0356640815734863,1.0315712690353391,1.035964012145996,1.0298361778259275,1.0343912839889526,0.9906248450279235,0.9870939850807189,0.9909021854400634,0.9878879189491273,0.9893501996994017,0.9861779212951661
0.9751343727111816,0.9682321548461914,0.974656343460083,0.9676038026809692,0.9742043018341064,0.9667069315910339,0.997926950454712,1.0036702156066895,0.9995041489601136,1.0048694610595703,0.9988365769386292,1.0044243335723877
1.0046921968460083,1.0029563903808592,1.0035281181335447,1.0018563270568848,1.0022215843200684,1.001300573348999,0.9994270205497741,1.0063832998275757,1.0003259181976318,1.0080944299697876,0.9986433386802672,1.0069172382354736
1.0145137310028076,1.0103576183319092,1.0139811038970947,1.0103067159652708,1.013432502746582,1.009652018547058,1.0075994729995728,1.0089762210845947,1.0090541839599607,1.010627031326294,1.0076339244842527,1.0097277164459229
0.9983799457550048,1.005093693733215,0.9980048537254332,1.0045211315155027,0.9972946643829343,1.0037791728973389,0.9965675473213197,0.9919317960739136,0.9970031976699827,0.9917813539505005,0.9965678453445433,0.9905782341957091
0.9989833831787107,1.0021347999572752,0.999167561531067,1.0029554367065427,0.9979141354560851,1.002344012260437,0.988315224647522,0.9884625673294067,0.989471435546875,0.9895243048667908,0.988649606704712,0.988902270793915
