x,y,z
1.3036001490581304,3.1608570334200228,0.3480816
1.4676001490581305,3.1608570334200228,0.3480816
4.348435709244732,6.018547781550258,0.3480816
4.512435709244731,6.018547781550258,0.3480816
6.415594340346853,5.930246308180468,0.3480816
6.579594340346853,5.930246308180468,0.3480816
-0.17393033080578135,3.8451882062699174,0.3480816
-0.00993033080578136,3.8451882062699174,0.3480816
3.714904533874277,2.8958023817994403,0.3480816
3.8789045338742767,2.8958023817994403,0.3480816
3.4557858889172586,2.5732492757332297,0.3480816
3.6197858889172583,2.5732492757332297,0.3480816
-0.057965415789758806,0.65376826884384,0.3480816
0.1060345842102412,0.65376826884384,0.3480816
5.199331375372283,5.531968625703411,0.3480816
5.363331375372283,5.531968625703411,0.3480816
1.2905018570654947,0.2633805874551171,0.3480816
1.4545018570654948,0.2633805874551171,0.3480816
5.983175134755573,6.14751833379033,0.3480816
6.147175134755573,6.14751833379033,0.3480816
-0.2664526050863264,5.058063954894307,0.3480816
-0.10245260508632638,5.058063954894307,0.3480816
4.731069026954342,4.9052451855512755,0.3480816
4.895069026954341,4.9052451855512755,0.3480816
3.5416248517635496,0.28908098647438996,0.3480816
3.7056248517635493,0.28908098647438996,0.3480816
7.937562686653021,6.6215012000430855,0.3480816
8.101562686653022,6.6215012000430855,0.3480816
0.6318931269577472,4.357430521531342,0.3480816
0.7958931269577472,4.357430521531342,0.3480816
0.16411388207734046,4.899359854122565,0.3480816
0.3281138820773405,4.899359854122565,0.3480816
3.288391465649758,5.626613387210584,0.3480816
3.452391465649758,5.626613387210584,0.3480816
-0.36822594726379393,5.533310671713166,0.3480816
-0.2042259472637939,5.533310671713166,0.3480816
6.053405601836947,5.318617823923933,0.3480816
6.217405601836947,5.318617823923933,0.3480816
5.172357784707425,4.68459901005846,0.3480816
5.336357784707425,4.68459901005846,0.3480816
1.6192248412858323,0.2807261081679944,0.3480816
1.7832248412858325,0.2807261081679944,0.3480816
4.151454908863391,2.8199433830760006,0.3480816
4.315454908863391,2.8199433830760006,0.3480816
3.341430199515933,5.790077765159288,0.3480816
3.5054301995159327,5.790077765159288,0.3480816
6.156012095809815,6.252886812246681,0.3480816
6.3200120958098145,6.252886812246681,0.3480816
4.807765832854396,5.565587726469994,0.3480816
4.971765832854396,5.565587726469994,0.3480816
3.862759923097012,2.362018139668288,0.3480816
4.026759923097012,2.362018139668288,0.3480816
1.222717408485835,5.936193929541089,0.3480816
1.3867174084858351,5.936193929541089,0.3480816
0.7401345564804851,3.6588593662188775,0.3480816
0.904134556480485,3.6588593662188775,0.3480816
-0.44658291506380604,3.7995220190675854,0.3480816
-0.282582915063806,3.7995220190675854,0.3480816
0.1450726696220816,0.9675916866524441,0.3480816
0.30907266962208163,0.9675916866524441,0.3480816
1.6600908516318824,0.5998972828238903,0.3480816
1.8240908516318826,0.5998972828238903,0.3480816
4.4398706304092075,4.40846052690819,0.3480816
4.603870630409207,4.40846052690819,0.3480816
0.01488939963669024,3.497630171048588,0.3480816
0.17888939963669026,3.497630171048588,0.3480816
3.7211585480603575,5.553745019364898,0.3480816
3.885158548060357,5.553745019364898,0.3480816
4.578622332702182,5.704721443389855,0.3480816
4.742622332702182,5.704721443389855,0.3480816
4.004570569770029,1.686392714959975,0.3480816
4.168570569770028,1.686392714959975,0.3480816
3.528148090370696,5.512060008402326,0.3480816
3.692148090370696,5.512060008402326,0.3480816
3.234254933542297,6.4523139288915345,0.3480816
3.398254933542297,6.4523139288915345,0.3480816
3.614598507638238,0.9849144758914582,0.3480816
3.778598507638238,0.9849144758914582,0.3480816
5.983496337736058,5.9934560922213995,0.3480816
6.147496337736058,5.9934560922213995,0.3480816
2.432139132202726,6.520850973778168,0.3480816
2.5961391322027256,6.520850973778168,0.3480816
3.756467761208388,0.5359105202898956,0.3480816
3.920467761208388,0.5359105202898956,0.3480816
4.218891359211156,4.015963397953236,0.3480816
4.382891359211156,4.015963397953236,0.3480816
5.168735582862848,6.571759476400577,0.3480816
5.332735582862847,6.571759476400577,0.3480816
5.8781565363435515,4.871416394493101,0.3480816
6.042156536343551,4.871416394493101,0.3480816
0.5625107104872276,2.900461516035732,0.3480816
0.7265107104872275,2.900461516035732,0.3480816
2.74234618278948,5.725523649841848,0.3480816
2.9063461827894796,5.725523649841848,0.3480816
0.17176070615573863,5.627016317223146,0.3480816
