x,y,z
0.0,0.0,0.348
0.0,0.6096,0.348
0.0,6.096,0.348
0.0,6.7056,0.348
0.0,1.2192,0.348
0.0,1.8288,0.348
0.0,2.4384,0.348
0.0,3.048,0.348
0.0,3.6576,0.348
0.0,4.2672,0.348
0.0,4.8768,0.348
0.0,5.486400000000001,0.348
6.096,6.096,0.348
6.096,6.7056,0.348
6.096,4.2672,0.348
6.096,4.8768,0.348
6.096,5.486400000000001,0.348
6.7056,6.096,0.348
6.7056,6.7056,0.348
6.7056,5.486400000000001,0.348
7.315200000000001,6.096,0.348
7.315200000000001,6.7056,0.348
7.315200000000001,4.2672,0.348
7.315200000000001,4.8768,0.348
7.315200000000001,5.486400000000001,0.348
7.9248,6.096,0.348
7.9248,6.7056,0.348
7.9248,4.2672,0.348
7.9248,5.486400000000001,0.348
8.5344,6.096,0.348
8.5344,6.7056,0.348
0.6096,0.0,0.348
0.6096,0.6096,0.348
0.6096,6.096,0.348
0.6096,6.7056,0.348
0.6096,1.2192,0.348
0.6096,1.8288,0.348
0.6096,2.4384,0.348
0.6096,3.048,0.348
0.6096,3.6576,0.348
0.6096,4.2672,0.348
0.6096,4.8768,0.348
0.6096,5.486400000000001,0.348
1.2192,0.0,0.348
1.2192,0.6096,0.348
1.2192,6.096,0.348
1.2192,6.7056,0.348
1.2192,1.2192,0.348
1.2192,1.8288,0.348
1.2192,2.4384,0.348
1.2192,3.048,0.348
1.2192,3.6576,0.348
1.2192,4.2672,0.348
1.2192,4.8768,0.348
1.2192,5.486400000000001,0.348
1.8288,0.0,0.348
1.8288,0.6096,0.348
1.8288,6.7056,0.348
1.8288,1.8288,0.348
1.8288,3.048,0.348
1.8288,5.486400000000001,0.348
2.4384,0.0,0.348
2.4384,0.6096,0.348
2.4384,6.7056,0.348
2.4384,1.8288,0.348
2.4384,3.048,0.348
2.4384,4.2672,0.348
2.4384,5.486400000000001,0.348
3.048,0.0,0.348
3.048,0.6096,0.348
3.048,6.096,0.348
3.048,6.7056,0.348
3.048,1.8288,0.348
3.048,3.048,0.348
3.048,4.2672,0.348
3.6576,0.0,0.348
3.6576,0.6096,0.348
3.6576,6.096,0.348
3.6576,6.7056,0.348
3.6576,1.2192,0.348
3.6576,1.8288,0.348
3.6576,2.4384,0.348
3.6576,3.6576,0.348
3.6576,4.2672,0.348
3.6576,4.8768,0.348
3.6576,5.486400000000001,0.348
4.2672,0.0,0.348
4.2672,0.6096,0.348
4.2672,6.096,0.348
4.2672,6.7056,0.348
4.2672,1.2192,0.348
4.2672,1.8288,0.348
4.2672,2.4384,0.348
4.2672,3.048,0.348
4.2672,3.6576,0.348
4.2672,4.2672,0.348
4.2672,4.8768,0.348
4.2672,5.486400000000001,0.348
4.8768,6.096,0.348
4.8768,6.7056,0.348
4.8768,3.6576,0.348
4.8768,4.2672,0.348
4.8768,4.8768,0.348
4.8768,5.486400000000001,0.348
5.486400000000001,6.096,0.348
5.486400000000001,6.7056,0.348
5.486400000000001,4.8768,0.348
-0.6096,3.6576,0.348
-0.6096,4.2672,0.348
-0.6096,4.8768,0.348
-0.6096,5.486400000000001,0.348
1.6546211439844891,5.173189777495105,0.3480816
5.261471558126076,3.313368451605062,0.3480816
3.892282075739396,3.5075372851531803,0.3480816
3.0576021110734493,2.868800233185868,0.3480816
0.2866766891696526,0.1705623404528787,0.3480816
0.2865256973046285,0.7239514751250729,0.3480816
-0.3263965878270712,0.2108898359579868,0.3480816
4.732262672551095,4.270313859579966,0.3480816
3.072979973512488,2.109328633022152,0.3480816
3.742534337003245,3.4125093377151554,0.3480816
-0.5611410657082766,6.089771040044084,0.3480816
5.381635674534084,1.672750857588951,0.3480816
4.52109093141064,2.753669413569076,0.3480816
0.6392428328460087,5.069748139623856,0.3480816
0.4482242947164498,1.5352356904487867,0.3480816
0.4581122316824957,0.5165351949512009,0.3480816
1.2145564409267062,1.944232249051384,0.3480816
2.594975262017809,1.0817948374743696,0.3480816
2.0139758166996446,6.238271247218665,0.3480816
1.1330944176397424,5.422487746877238,0.3480816
3.140199120962096,4.250139206184941,0.3480816
0.1832315676817819,5.8475005601595855,0.3480816
1.1388254998304657,5.392639635993058,0.3480816
1.60342513901851,1.2518850951253004,0.3480816
2.1649981011986448,5.989070879867751,0.3480816
4.225201518320265,3.618986443254016,0.3480816
0.5599578763113319,5.41792344115086,0.3480816
2.529107584469209,6.012772622486639,0.3480816
3.0185152010763856,2.1338033170612065,0.3480816
-0.3992204163728142,0.738448413580711,0.3480816
3.113230772903004,1.5294449406564288,0.3480816
0.377481014282445,2.86589326168218,0.3480816
-0.2827770279121502,5.488879079339929,0.3480816
5.250023463205866,5.775502213650064,0.3480816
5.354856527046741,0.0466487958642896,0.3480816
4.370567399209047,3.427114400295466,0.3480816
1.2168821950253004,2.800827831128307,0.3480816
-0.0785725663200369,1.4903434082586,0.3480816
3.593298745966102,0.8042966148090116,0.3480816
2.065354610809904,2.265397800118344,0.3480816
0.0739593501283155,6.326924113253003,0.3480816
2.4098074572965515,2.1686916738592674,0.3480816
-0.4747278578187328,3.4810850718979864,0.3480816
5.002345717013176,4.717257214186644,0.3480816
0.929962684816106,2.4399546319650627,0.3480816
3.457389500055927,6.520657775057646,0.3480816
1.2613113363197124,6.458021349061566,0.3480816
2.565625812573096,1.6894592049881936,0.3480816
2.7324063486889307,3.336537474537906,0.3480816
0.4671888915897992,2.0188934588705245,0.3480816
5.379599769806137,1.911279717272808,0.3480816
4.162331474240577,0.247511416748915,0.3480816
5.191263374191824,4.090176681005108,0.3480816
4.911619213677081,3.3729762458656607,0.3480816
3.052853867357393,0.3454224208874285,0.3480816
5.080932711244711,1.8697177750276628,0.3480816
-0.1360369371549838,6.094464094836246,0.3480816
0.5368527187438489,1.6074602863753849,0.3480816
-0.4068771714200316,0.972244591732107,0.3480816
1.3465678705780348,3.284228021462448,0.3480816
1.7431198334561573,6.613714547082131,0.3480816
1.0086449389045884,1.6241908718421678,0.3480816
4.497896807291077,4.510029523093445,0.3480816
1.5432758251018688,5.110467618855695,0.3480816
1.0686500306430036,1.5945479201890018,0.3480816
2.707277480570636,4.886331699185578,0.3480816
0.1921856483420141,2.467824820546189,0.3480816
4.331753099520288,4.242772123282919,0.3480816
-0.2233129705646345,4.250984359205604,0.3480816
5.487912223119239,3.5950481301416293,0.3480816
4.144252255797075,0.6058443570650797,0.3480816
0.5539601664039193,5.604879745403787,0.3480816
-0.6554315468062489,2.152434235960347,0.3480816
4.414788542127262,1.2515392047830218,0.3480816
3.734926972486083,0.2736011998324659,0.3480816
3.873584871936581,3.964891648793104,0.3480816
4.13815237025402,4.546456867961715,0.3480816
-0.2264804801445942,0.1113043321059147,0.3480816
1.5539954606871464,3.4361444211881755,0.3480816
0.0353403126273121,1.5197866515781635,0.3480816
4.713027445981215,4.329109423647409,0.3480816
3.2118462739405125,1.1699987386234925,0.3480816
1.381421635577584,4.636192222667546,0.3480816
-0.292124727209492,2.594994173676606,0.3480816
1.2567493339400453,6.285458224423489,0.3480816
1.3456475958874363,0.9227655352196148,0.3480816
3.877334676396281,2.2885552155472344,0.3480816
3.301109770683634,0.7614073275243527,0.3480816
4.863951768527804,6.204694178649156,0.3480816
2.2660654315138027,5.886947061186382,0.3480816
0.0586599795737687,1.730788321968694,0.3480816
3.774912368015949,4.428492948889342,0.3480816
4.072514404341778,5.483560963350159,0.3480816
2.823595256785046,3.725397445832392,0.3480816
6.715528005551829,4.478247814584794,0.3480816
5.856644916514651,4.396103399651403,0.3480816
7.33375443003833,5.566505301026281,0.3480816
5.679623935080064,5.58914969672866,0.3480816
6.990073955304004,5.825328959655624,0.3480816
7.225066135858109,6.041662854283294,0.3480816
6.443950818991268,6.651079073888584,0.3480816
7.372041444735482,5.529772849854917,0.3480816
5.663025762314101,5.05801379397664,0.3480816
5.683911975685104,6.210254315235637,0.3480816
8.078931710011958,4.930830693079461,0.3480816
6.668581456304351,5.341090266521752,0.3480816
5.957534563588249,4.461433570475129,0.3480816
7.162841943167153,4.331855813933716,0.3480816
7.918480336950762,6.618862131814137,0.3480816
6.228254133865372,6.309791494049782,0.3480816
7.46981595124795,5.968177062868623,0.3480816
