x,y,z
0.3048,0.9144000000000001,0.3480816
0.3048,2.7432000000000003,0.3480816
0.3048,4.572,0.3480816
0.3048,5.1816,0.3480816
0.3048,5.7912,0.3480816
0.9144000000000001,0.3048,0.3480816
0.9144000000000001,2.1336,0.3480816
1.524,0.3048,0.3480816
1.524,3.9624,0.3480816
1.524,6.4008,0.3480816
2.1336,0.9144000000000001,0.3480816
2.1336,3.3528000000000002,0.3480816
2.1336,5.7912,0.3480816
2.7432000000000003,6.4008,0.3480816
3.3528000000000002,0.9144000000000001,0.3480816
3.3528000000000002,6.4008,0.3480816
3.9624,0.3048,0.3480816
3.9624,2.1336,0.3480816
3.9624,4.572,0.3480816
3.9624,7.010400000000001,0.3480816
4.572,7.010400000000001,0.3480816
5.1816,4.572,0.3480816
5.1816,5.7912,0.3480816
5.1816,7.010400000000001,0.3480816
5.7912,5.7912,0.3480816
6.4008,3.3528000000000002,0.3480816
6.4008,7.010400000000001,0.3480816
7.010400000000001,5.7912,0.3480816
7.62,5.7912,0.3480816
8.2296,6.4008,0.3480816
